0,1,2,3,4,5,6,7,8,9
0.9751300210994365,0.7588329048890722,0.20663060536764044,0.9301961949904645,0.44208049413363826,0.31623402353250907,0.8442071287390315,0.7522179488978714,0.8788818595762231,0.45415822233593384
0.24454308065956554,0.23395716543126865,0.9335177174713041,0.9281185335531056,0.4595166985979655,0.19372500900391787,0.32125131960857467,0.4658968879242058,0.5953630299477389,0.68835945606198
0.15005425276033613,0.5119772418786028,0.8273288756805613,0.03812840505431525,0.9692330291586445,0.5278155374698781,0.08747512617892717,0.5066586314053126,0.2971420940722149,0.8378079716635076
0.042405835795718105,0.4155389254338365,0.8550895150618582,0.856254849456626,0.654952430748632,0.1714100079409978,0.8906601352773154,0.6069850579626702,0.9201453342197699,0.3843688392986996
0.6170898736347867,0.22729084016021284,0.6545023164306824,0.1787202871549547,0.9200867282503233,0.39792776186713796,0.42839750002435373,0.020421310516556157,0.33503326517937737,0.5668463038512305
0.02428171449215344,0.35386754577759605,0.5499804333920522,0.5056189392572176,0.1324070797704583,0.4434253557180726,0.6450908882394577,0.0672286352017073,0.9607421960164806,0.7198707627016785
0.214501325709334,0.5531048420284902,0.7578268277883455,0.1048192583266766,0.8497693212749071,0.7548642342243352,0.6903132379526982,0.5818897419936637,0.7067899050213605,0.07609198539311834
0.2538144538201337,0.2661957785441945,0.17459563686656654,0.3150571957719005,0.035309630434214534,0.016959075263162537,0.7837750992693574,0.6689824591658248,0.5694492655354636,0.24284072945705804
0.4205129764336277,0.8531860420938414,0.8533769163962323,0.8242844413812883,0.17763262658090007,0.3571991237216211,0.35232855165483423,0.458007718868666,0.8526008120452099,0.6060581559936836
0.4889950496148172,0.47424220287830143,0.6282741870547484,0.05315065428988053,0.6886028283175598,0.340527065464893,0.7535636879015453,0.22336237549703686,0.8969690869658115,0.6222015003140284
0.5677576465360528,0.46461701778961495,0.9616748779921312,0.19930598269051203,0.4255957494032382,0.3738876909039546,0.9119722892178984,0.11379329938133864,0.8115117283264074,0.4451010295359762
0.7194487192403576,0.24239041747039647,0.5118341412345666,0.6443054270170357,0.44566265851161857,0.8782789977818779,0.004697975236426677,0.7563526745069675,0.2940341461931789,0.38456240560648947
0.429721685960453,0.4718285243978726,0.8936411979296067,0.3142505239384409,0.5917391420102227,0.45430524379960924,0.9407074589403074,0.8971087764018416,0.30924552024869156,0.1428376039485849
0.46376375955489635,0.33840517529277336,0.7597879109624849,0.8423445955318429,0.7671969845556084,0.7136255955135384,0.44899181664543886,0.9727632946265797,0.6060326028597979,0.8988129690397304
0.6195806190382028,0.8076132827928462,0.16993061484207161,0.08261419843733686,0.7327349701443755,0.8858042298212467,0.31020666689070286,0.4819772379907149,0.5347345891341393,0.0518057203193808
